# UK-IOT-IXI-2023::S2_employment - scenario S2_employment. NOT ALL OF THESE NUMBERS ARE OBSERVED.
# 627 of 11,236 cells (5.6 %) are ESTIMATED from an allocation proxy and 0 (0.0 %) were moved by the balancing solver.
# Cell-by-cell status is in provenance.csv in this folder; the caveats are in ../../report.md. Quoting a figure from this file without them states an estimate as a measurement.
code,label,A01,A02,A03,B05,B06 & B07,B08,B09,C101,C102_3,C104,C105,C106,C107,C108,C109,C1101T1106 & C12,C1107,C13,C14,C15,C16,C17,C18,C19,C203,C204,C205,C20A,C20B,C20C,C21,C22,C235_6,C23OTHER,C241T243,C244_5,C25,C26,C27,C28,C29,C301,C303,C30OTHER,C31,C32,C3315,C3316,C33OTHER,D351,D352_3,E36,E37,E38,E39,"F41, F42  & F43",G45,G46,G47,H491_2,H493T495,H50,H51,H52,H53,I55,I561,I562,I563,J58,J59 & J60,J61,J62,J63,K64,K65.1-2 & K65.3,K66,L683,L68A,L68BXL683,M691,M692,M70,M71,M72,M73,M74,M75,N77,N78,N79,N80,N81,N82,O84,P85,Q86,Q87 & Q88,R90,R91,R92,R93,S94,S95,S96,T97,P3 S13,P3 S14,P3 S15,P51G,P52,P53,P61EU,P61RW,P62,Output
H51,Air Transport  ,0.334192,0.018180,0.019446,0.001087,144.378751,3.079612,0.103686,0.374564,0.169603,0.018633,0.761072,0.114494,0.211454,1.352628,0.127986,5.258480,0.087368,4.125437,0.064462,0.017331,0.127390,0.300722,0.155371,0.017057,0.033905,0.070880,0.065872,0.037243,0.126463,0.022204,0.586398,1.471189,0.094722,0.088652,13.160428,0.065163,4.755734,5.477979,4.200333,0.424904,2.974493,0.129249,59.464954,11.033598,9.180479,0.193964,0.011524,0.034623,1.196398,1.837233,0.438591,0.098513,0.065847,12.610608,0.077056,40.363808,49.916365,6.191910,11.591370,1.056805,0.959774,326.371682,3473.509308,1427.770492,133.362583,2.748063,64.017724,14.933988,28.301473,0.654517,20.351463,21.577162,12.890619,0.548169,1284.960668,145.942892,122.593792,0.775549,0.487742,14.410813,3.255776,211.877390,356.001674,2.302512,1.435545,230.093584,53.058865,0.160460,1.069741,96.173932,3781.874793,2.046131,0.561530,224.623499,279.432411,6.081848,60.949538,2.681058,12.247082,0.168863,0.475249,49.408512,11.501071,0.121186,1.968977,0.000000,0.000000,1374.418110,1.494944,26.221134,-0.052565,0.000000,0.000000,0.000000,12063.810213,26353.000000
H52,Warehousing And Support Activities For Transportation  ,14.088731,0.736527,65.551394,0.006838,8.949650,9.596000,2.646751,77.147466,44.770058,2.817476,15.941327,10.354074,26.087791,72.745892,10.646718,281.965607,18.721798,30.477575,70.331377,12.701520,19.356408,31.253281,9.547689,1.494657,29.248566,30.790123,38.162147,4.666681,48.516318,6.138351,500.122651,57.789925,6.275692,26.198092,4.282965,23.765611,64.588140,196.805310,62.948686,891.347208,1552.285006,5.954039,159.470879,2.762210,17.838456,33.998138,1.543619,0.491047,92.355657,51.101590,8.570196,38.109812,3.160504,152.881263,4.490128,199.803999,517.781870,10768.708850,6958.855529,2811.167154,1083.254534,1479.435134,8.111364,8101.974692,1109.020034,13.516822,122.119543,28.487920,53.987596,65.584095,55.126779,621.616976,1015.221415,110.211772,2035.244326,54.631599,955.615714,16.469855,15.793014,62.363682,45.199548,20.113816,89.465442,146.129808,20.151746,18.727360,48.620359,8.218170,557.244662,54.648464,32.640051,3.042791,12.576114,987.567661,547.885483,127.300626,164.904431,74.110861,9.251360,4.117124,7.338951,34.834930,109.127235,6.809815,152.630769,0.000000,5144.000000,4159.386220,5.474969,474.957467,4.739734,0.000000,35.489569,42.140396,7277.454187,63645.000000
H53,Postal And Courier Activities  ,37.981578,1.716104,4.871428,0.003308,1.912780,7.482252,6.748260,41.017726,155.907475,6.411479,21.647093,11.557206,67.187797,198.915550,36.936466,37.484159,46.308072,57.367304,31.043848,38.014020,70.201536,69.831877,32.335489,1.897207,74.553440,90.501883,28.851990,16.070059,47.255556,23.061835,39.736008,75.637015,11.545499,40.030097,8.867069,64.309989,85.704476,245.764438,121.940886,37.248108,75.275405,17.875595,27.960165,1.718237,66.143161,128.104603,5.592492,0.927885,156.667469,153.442114,12.974627,16.962386,1.803240,17.172234,4.870421,54.667885,122.746047,1875.984695,2574.440375,6.490478,150.134640,6.580534,2.610501,105.396806,3547.080816,11.443979,49.041122,11.440262,21.680496,244.993962,79.031130,137.401428,244.345095,421.767370,3055.478392,117.073603,2375.488483,27.780806,3.214809,60.640630,122.310841,57.275887,271.180071,50.661274,41.642566,39.281149,164.921953,28.894478,114.765251,63.981705,114.413011,6.584004,14.085519,323.851891,1521.162063,193.752629,465.457729,177.511109,27.842822,9.885299,19.391864,94.137833,415.749333,24.488918,44.794448,0.000000,0.000000,902.074400,0.964088,87.574507,0.080286,0.000000,13.068361,15.517402,1592.394565,25010.000000
I55,Accommodation  ,1.784774,0.155632,0.275309,0.002965,4.619769,0.381790,0.982679,7.462199,2.905365,0.136242,27.784598,1.946490,3.069046,6.162208,0.724192,1.166380,0.567985,0.608801,0.582181,0.169687,2.667562,0.963677,0.316033,0.226839,0.245632,0.809015,0.265846,0.176486,1.253404,0.319587,2.952788,2.529648,1.064362,0.911812,0.751439,0.275835,2.588044,10.412997,1.561844,3.082243,7.429841,0.938988,1.559439,0.157070,0.564601,1.190820,0.116390,0.120667,0.826675,3.704913,3.540465,0.318701,0.113799,1.699628,0.172718,41.055938,9.627109,18.118255,312.652515,16.607277,10.786602,1.812788,403.565381,5.667458,3.448682,887.346930,60.453970,14.102639,26.725980,2.787592,82.277135,5.985928,466.465746,2.632452,601.022861,257.545766,266.980611,3.869531,1.210408,59.514968,90.516820,121.191112,602.953341,9.786175,4.223651,160.905931,198.089676,0.288383,4.439842,228.633355,1853.069724,0.879649,4.387357,281.072770,738.233892,157.777836,254.759789,292.801009,18.377229,3.929032,3.139156,35.489795,12.900610,1.518456,4.228952,0.000000,0.000000,18324.118247,2.805738,30.285950,-0.051854,0.000000,0.072471,0.041082,10993.552202,38114.000000
I561,Restaurants and mobile food service,7.171061,0.907248,2.087121,0.004790,36.290312,1.922602,6.434128,60.090872,23.135017,0.873765,236.580858,15.309917,23.709034,48.873849,4.284691,6.428005,3.522698,2.926791,3.885877,1.262850,21.747203,3.827201,0.493316,1.684089,1.698030,5.919169,1.388694,0.931791,9.235957,2.491406,18.374954,14.186425,7.975626,6.032525,3.793292,1.404920,11.218279,85.620403,10.060486,17.976825,27.890965,6.725889,8.474249,0.583025,1.891406,7.209792,0.842719,0.515974,3.555783,19.692370,26.329321,1.459618,0.149773,4.366986,0.278023,28.960630,37.015372,73.223785,208.613568,115.321585,13.680741,10.157367,81.790154,8.781072,9.310471,133.515196,471.125056,109.903561,208.278777,15.343330,141.935483,20.949623,310.851214,18.505279,217.471265,56.187119,31.030967,25.127152,1.993912,48.626973,64.996595,46.174596,122.322743,57.458720,21.845037,67.001557,92.891198,0.406427,12.431350,86.951978,23.503015,7.015962,30.694528,81.762659,391.645820,723.757081,604.137679,388.783286,47.217632,32.677787,21.479836,229.193652,108.440871,11.679093,23.275559,0.000000,0.000000,47085.000832,4.615781,29.443807,-0.038583,0.000000,0.122555,0.070853,2954.196705,56590.584226
I562,Event catering and other food service,1.672858,0.211642,0.486881,0.001117,8.465766,0.448503,1.500947,14.017936,5.396913,0.203831,55.189335,3.571481,5.530819,11.401240,0.999528,1.499518,0.821771,0.682759,0.906493,0.294596,5.073165,0.892806,0.115080,0.392862,0.396115,1.380818,0.323953,0.217367,2.154554,0.581193,4.286490,3.309394,1.860546,1.407261,0.884895,0.327738,2.616988,19.973438,2.346900,4.193615,6.506375,1.569008,1.976864,0.136007,0.441225,1.681893,0.196589,0.120366,0.829489,4.593816,6.142077,0.340498,0.034939,1.018726,0.064857,6.755906,8.634907,17.081568,48.665155,26.902099,3.191429,2.369500,19.079922,2.048439,2.171937,31.146285,109.903561,25.638188,48.587056,3.579276,33.110561,4.887106,72.515047,4.316892,50.731470,13.107273,7.238872,5.861636,0.465138,11.343649,15.162338,10.771561,28.535322,13.403910,5.095987,15.630053,21.669562,0.094811,2.899972,20.284067,5.482759,1.636676,7.160387,19.073508,91.362728,168.837296,140.932607,90.694959,11.014880,7.623040,5.010794,53.466056,25.296973,2.724487,5.429698,0.000000,0.000000,10983.939835,1.076765,6.868620,-0.009001,0.000000,0.028589,0.016528,689.151923,13201.392405
I563,Beverage serving activities,3.170241,0.401083,0.922691,0.002117,16.043515,0.849960,2.844451,26.565459,10.227715,0.386281,104.589580,6.768332,10.481481,21.606547,1.894211,2.841744,1.557343,1.293899,1.717900,0.558291,9.614179,1.691960,0.218089,0.744515,0.750679,2.616794,0.613925,0.411934,4.083107,1.101421,8.123348,6.271649,3.525929,2.666907,1.676969,0.621098,4.959468,37.851761,4.447621,7.947340,12.330264,2.973435,3.746365,0.257748,0.836168,3.187363,0.372556,0.228106,1.571969,8.705762,11.639879,0.645280,0.066213,1.930592,0.122911,12.803150,16.364055,32.371363,92.225574,50.982299,6.048092,4.490451,36.158453,3.882007,4.116048,59.025478,208.278777,48.587056,92.077567,6.783103,62.747987,9.261579,137.423620,8.180964,96.141457,24.839656,13.718421,11.108415,0.881485,21.497405,28.734220,20.413239,54.077428,25.401816,9.657431,29.620590,41.066092,0.179676,5.495752,38.440434,10.390403,3.101673,13.569685,36.146298,173.141953,319.964387,267.082073,171.876461,20.874353,14.446460,9.495980,101.323784,47.940418,5.163188,10.289847,0.000000,0.000000,20815.718149,2.040582,13.016756,-0.017057,0.000000,0.054180,0.031323,1306.015183,25018.023369
J58,Publishing Activities  ,16.007639,0.378844,0.308431,0.003836,4.854701,1.013373,1.627144,4.873451,7.742215,2.309319,8.789856,2.421418,8.281434,18.186523,10.846076,14.331150,6.150446,3.162816,8.125496,2.711995,2.616128,16.732831,6.991149,0.644811,2.768595,14.565078,2.608916,0.841568,1.282676,0.413184,6.030985,6.853358,1.913584,3.461832,9.357323,0.778773,11.994750,7.810202,22.542964,16.915449,51.506025,1.738245,39.265153,1.095789,4.680860,15.897011,0.309214,0.548206,13.312627,19.429431,6.882933,8.757531,2.975338,9.431071,0.385840,85.362041,86.994970,202.900437,387.857289,11.084319,13.867550,6.583378,10.969602,23.329452,5.171650,45.785573,33.945489,7.918768,15.006896,276.424353,431.125541,63.907143,162.967595,38.243989,172.590845,59.275643,29.388188,22.333743,18.676850,27.466359,32.737049,12.939218,25.322909,30.314907,70.478745,13.999456,26.437716,3.511242,23.766617,60.647478,41.182729,5.271178,8.927054,14.551781,275.602865,379.396409,52.916937,138.539956,15.276028,16.289616,38.673741,85.169602,118.485240,1.063913,15.373385,0.000000,84.355380,2307.311602,8.668226,10752.687073,-193.860036,0.000000,570.098812,792.537621,5650.682296,24154.000000
J59 & J60,"Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",48.637715,0.876392,0.661272,0.008555,8.521444,2.334398,2.219122,11.137575,20.021036,2.791307,15.560231,7.103736,26.262691,57.019226,28.582259,45.975060,20.173143,10.570174,5.739010,6.835896,6.723204,14.584621,21.843243,0.566465,8.635183,48.386197,7.506101,1.915061,1.447644,0.759469,6.478740,17.404082,3.853678,9.367776,4.513723,1.602355,20.151629,19.667763,14.281766,49.861662,164.803475,2.267286,11.565997,2.843757,15.130535,23.099054,0.763945,1.338968,12.502537,46.434219,6.569737,3.011904,9.123599,44.847590,0.992602,219.960192,283.167838,651.547835,1260.468617,30.187883,31.012134,16.897093,30.639949,54.903566,7.956155,178.944255,100.338276,23.406808,44.358357,135.892298,11893.874388,135.464561,273.592351,105.977671,383.262902,126.420157,39.237114,65.435968,63.165524,75.404297,92.840807,22.073494,48.239432,72.312151,163.761401,35.653409,60.855862,10.293078,72.039875,131.079321,141.485587,17.548149,24.983003,7.137824,493.502948,356.568075,151.964632,155.123937,55.720984,86.270769,346.641553,173.475700,430.176301,2.946380,47.811903,0.000000,3816.704125,15542.559359,25.934894,7591.730269,208.447613,149.590976,198.350165,282.011727,16038.772301,64212.000000
J61,Telecommunications  ,248.153217,8.076773,6.457054,0.029793,31.917917,16.915327,29.528675,36.177733,29.395580,3.893841,19.659005,16.683349,31.433083,45.016858,21.531940,35.927365,18.311275,21.519846,10.571832,2.681063,34.549647,44.161237,83.232808,12.628304,10.540745,14.025519,16.602182,9.290225,15.763687,3.796823,96.225529,63.123094,18.145488,20.914651,68.820692,10.393095,135.426686,39.462552,48.170371,116.214650,147.819174,13.905615,90.985555,6.386323,37.989964,63.206470,4.054937,6.540854,85.921116,192.409412,42.437889,42.941803,18.928055,60.873834,2.642992,1381.551097,306.581595,935.702317,755.266691,49.196571,208.060003,71.286925,41.222261,308.964803,138.241580,171.839082,199.204415,46.470198,88.065900,88.692398,1214.330360,3135.444516,502.019296,230.753903,3061.126230,342.758233,3413.699923,169.372139,673.720549,465.793099,394.042939,96.537845,662.848745,47.374423,148.373180,156.496361,142.236736,41.191686,135.798212,403.672703,183.837944,63.526755,103.355457,283.602968,2619.893901,366.243670,1580.991708,678.310923,170.945088,28.031558,249.681900,148.534513,141.612221,253.303393,115.630790,0.000000,0.000000,21953.890469,22.544723,1820.202222,-2.018520,0.000000,264.415139,313.402858,8862.709905,62763.000000
J62,"Computer Programming, Consultancy And Related Activities  ",257.574143,12.572681,13.296897,0.368614,270.655827,36.377182,84.506969,173.949850,125.979521,13.515395,95.187393,58.513789,111.260912,167.911283,101.271291,198.436804,75.244647,60.256730,28.545958,13.454902,70.520608,129.833501,86.723091,32.053647,43.615644,59.266395,66.251782,39.442664,94.291303,18.360485,526.668756,178.862288,70.114466,76.773518,122.673437,49.987792,469.760230,255.881184,318.703131,371.341580,956.886243,120.189610,522.082073,33.891184,69.779024,158.922096,9.294936,18.918581,173.066722,984.023937,357.961891,74.981310,57.658403,176.023992,8.160937,2725.141389,744.637775,2167.838397,3253.070433,158.592452,329.544032,113.062001,129.701199,669.800525,229.791007,326.646640,449.315256,104.815794,198.636924,337.854466,653.034332,1593.372744,12648.647423,659.687064,2585.927841,517.439295,3005.654656,404.855642,59.190579,878.130495,952.677048,625.210911,1661.955523,1210.472044,1035.819901,320.656291,737.905446,93.384540,307.903511,597.521806,166.598880,51.739792,267.923602,782.545912,3002.528403,1266.241145,2686.661139,801.861610,159.490121,64.225631,165.835144,293.618644,294.740631,78.551366,134.967128,0.000000,115.191524,4159.175269,116.127810,35323.231047,-424.388932,62.379237,2499.962077,2822.372150,20718.678061,126800.000000
J63,Information Service Activities  ,6.506586,0.183598,0.172069,0.005173,9.770153,0.735528,2.417995,3.544593,2.124054,0.265760,2.040925,0.957343,2.480383,12.977461,1.832144,8.103513,3.063753,7.177662,1.410404,0.476092,1.188632,2.031126,17.715168,0.776365,0.837725,9.178533,1.241497,0.623691,1.736666,0.287016,11.994415,6.662935,3.488401,1.497386,2.133004,1.007463,8.943272,7.511793,2.616518,7.123028,58.423726,2.696547,21.030165,0.956215,1.310736,5.737530,0.187924,0.445799,8.125198,68.397603,332.391140,6.815178,1.711351,5.668358,0.307605,103.164643,412.125549,595.353526,1636.777746,18.490399,27.849639,4.151061,27.052745,121.450967,93.293575,10.945701,18.110801,4.224869,8.006569,16.333542,93.474652,1913.400890,1028.946741,514.147940,693.720974,246.407835,84.199022,123.826635,9.595507,46.465470,41.575108,210.016198,296.765565,97.800323,241.942092,7.039218,152.891128,2.329512,125.747481,22.182405,32.851113,16.354977,7.299240,373.250314,103.302305,64.525941,55.840361,23.255780,41.627878,2.884964,152.693161,15.050002,24.803995,2.198885,80.735308,0.000000,72.771583,324.336224,54.535530,1762.617268,1.392600,0.000000,14.982576,18.275893,7708.563182,20673.000000
K64,"Financial Service Activities, Except Insurance And Pension Funding  ",1322.228320,33.105983,42.399166,24.100362,1517.353526,440.047665,316.020454,186.158195,284.016384,30.470762,218.564612,217.084369,360.498359,1004.898290,120.967502,560.862602,61.781759,170.643354,239.750719,33.997488,236.593242,312.765806,155.098223,609.009675,112.370955,138.493405,343.557999,163.910518,492.061264,89.162337,1224.941704,732.272419,328.387960,440.991132,180.553663,221.210097,1099.441350,194.175266,429.375544,609.717314,1717.176990,111.477637,1317.121400,253.794867,232.221007,365.686838,31.674414,102.205915,261.307861,1678.583374,502.121730,295.231782,82.436120,669.910138,12.368918,3995.947493,1114.892999,2416.326040,2742.118090,218.969904,1015.184966,295.464812,456.663209,1608.712201,625.746363,591.595476,834.967121,194.780258,369.129021,181.799603,427.260123,1037.116552,1539.557228,237.952861,4430.380703,2239.824993,274.605483,1528.577296,-20770.987361,7637.540675,788.010348,638.698317,1135.519378,1326.770784,496.012658,674.109866,587.324021,103.477715,877.704202,1184.751690,507.416748,83.540058,497.243087,746.929475,5138.220973,2537.954372,1145.859296,888.092248,343.072377,15.124697,203.598033,209.648533,335.441910,72.430533,662.739035,0.000000,0.000000,66435.484816,47.049353,2055.520508,13.245636,0.000000,0.742504,1.039505,68493.742480,196423.000000
K65.1-2 & K65.3,"Insurance, reinsurance and pension funding services, except compulsory social security",216.861407,10.070485,11.033573,1.005273,113.267359,42.444824,21.955358,175.818052,66.609064,12.073710,86.365665,44.232966,77.685949,130.084160,76.540931,85.058299,39.527338,43.050266,10.123958,4.232406,63.407509,91.399326,49.675461,312.028123,21.260976,34.248317,40.905916,33.212341,52.765544,17.097850,164.224675,141.765970,46.595953,48.533723,94.187098,32.668365,225.881484,106.305098,91.150211,227.007582,541.813659,36.201514,209.364650,17.335153,52.314002,71.926654,7.070195,22.269523,66.921626,377.827839,90.351752,47.703544,15.986359,182.814707,7.935927,2143.295943,363.641129,945.221058,1060.650235,105.601794,241.989076,55.096450,163.359850,405.564592,105.197261,193.039373,324.366533,75.667886,143.398581,94.678055,427.365101,337.708907,745.689341,112.485280,345.959305,8345.135232,40.780676,108.065103,1969.377181,546.201986,197.315377,95.482231,382.928888,374.532393,224.437536,231.728969,157.845354,20.460182,166.088872,309.347701,256.371965,29.570871,140.292734,307.199056,299.810565,403.991425,288.516212,200.685673,62.688158,12.822018,42.845569,135.637825,65.978319,26.125699,101.693698,0.000000,0.000000,36021.603207,64.281389,444.800253,-0.790603,0.000000,0.000000,0.000000,21889.972869,87264.000000
K66,Activities Auxiliary To Financial Services And Insurance Activities  ,14.290361,0.597846,0.174761,2.033572,11.586454,12.436864,13.220781,22.254195,3.084275,0.321969,8.630544,5.934781,3.454731,14.506309,7.405952,12.618275,2.127952,2.081980,3.358101,0.423038,2.220108,8.079218,7.245734,56.619013,2.619926,39.608781,37.694701,20.596283,80.538905,0.558744,27.213944,25.736072,12.143472,23.150178,35.645183,6.083774,57.105951,34.557433,43.856871,32.588158,121.877857,3.793392,55.568159,17.374642,4.417350,15.505454,0.256643,3.661386,12.491109,59.807404,30.132607,12.355538,18.438238,154.919805,2.805363,1058.164399,121.316849,2894.964736,692.763176,54.911690,60.057102,481.765760,457.752666,199.732766,78.174482,40.058416,83.040089,19.371505,36.711035,71.521571,68.238135,315.385863,1644.983352,170.657502,11151.162124,9402.591979,12029.848307,362.509285,24.849860,169.612186,394.454497,87.930087,3509.253291,1277.404236,159.636655,46.624042,266.181540,4.225636,319.724780,311.595720,30.066960,31.361798,155.809765,1384.295424,92.630728,139.135777,120.045004,46.518867,27.353565,3.512212,38.433810,19.744067,14.248109,29.489974,49.589108,0.000000,0.000000,9949.554905,7.993347,941.675802,-1.845450,0.000000,0.175181,0.137642,40743.087953,103098.000000
L683,Real estate services on a fee or contract basis  ,1.845802,0.075441,0.062735,0.002179,0.681584,0.225419,0.463903,0.829514,0.721138,0.077693,0.646577,0.299439,0.729087,1.350358,0.688376,1.604628,0.657791,0.589570,0.161437,0.185284,0.346887,2.667487,1.563471,0.148004,0.237130,1.649494,0.410485,0.146082,0.615311,0.071482,1.546774,4.739788,0.269878,0.550012,0.580528,0.213975,4.421648,0.842961,1.063158,1.891767,4.654027,0.237369,0.934555,0.103037,1.451287,0.915289,0.034733,0.092747,0.822436,9.274791,6.700301,0.338076,0.301146,6.553449,0.529543,173.246187,17.147896,56.128411,121.139735,2.399488,6.619432,1.623050,9.603419,25.135873,1.249400,15.348157,17.730338,4.136115,7.838371,6.119516,29.069415,591.218280,39.539978,5.406640,111.110697,34.745444,5.910520,406.486225,48.095424,256.012733,34.529908,4.481334,20.043168,115.703979,12.168481,20.433445,6.685063,1.249496,5.935563,10.699989,11.121830,0.332305,4.958818,13.714809,69.954840,52.996407,44.208073,13.560131,1.364770,0.784106,5.833216,8.481582,1.588977,0.929915,9.758302,0.000000,0.000000,1313.964631,16.344760,10648.553780,-0.066771,0.000000,6.790423,8.062964,636.953903,15164.000000
L68A,Owner-Occupiers' Housing,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,259330.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,781.000000,260111.000000
L68BXL683,"Buying and selling, renting and operating of own or leased real estate, excluding imputed rent",2.999537,0.191906,0.205205,0.001900,1.139620,0.419966,0.350906,3.750006,2.285422,0.138724,2.048759,0.743083,1.105797,1.781533,0.954942,1.513514,0.732639,11.831176,0.340686,2.467857,0.778153,130.516755,62.593639,0.523437,0.398158,0.649741,8.555058,0.438023,20.731536,0.211880,21.880283,211.229225,0.655782,0.694638,9.359975,5.182483,195.263567,1.677042,25.245971,4.107594,6.782329,0.662640,2.770605,0.189184,65.562992,1.235654,0.079826,0.136866,5.042835,125.782865,77.330576,11.358120,4.136008,226.568423,27.715338,266.988428,735.692529,2566.668092,6067.194325,0.532732,301.162950,48.708390,487.181921,1371.268357,30.782138,776.935819,952.143481,222.115037,420.931294,218.635812,888.522077,1124.536364,1535.285351,2.043234,1770.794980,292.478994,103.039791,251.105695,86.549840,6122.574070,1667.567551,187.674976,202.263865,857.124847,425.331339,1242.439602,321.040505,58.202696,196.444635,475.403642,479.048506,0.113103,126.061328,623.637593,3328.478065,2083.383263,2411.439437,683.535969,9.861510,20.779968,206.137162,403.659830,0.876035,50.769420,534.649273,0.000000,0.000000,80330.294644,1016.414644,103.504697,-0.196052,0.000000,26.136722,31.034805,2043.964336,128082.000000
M691,Legal activities  ,21.650491,6.282731,5.992929,0.978094,208.018434,41.278686,149.379666,88.943703,58.415479,0.130459,58.458040,108.825568,139.848656,51.781075,79.350051,61.455225,28.031243,24.151650,1.120408,14.811875,9.746229,38.055640,15.357967,5.064846,19.742902,47.292111,44.899432,43.095787,59.545161,36.284532,1080.365129,55.442470,34.053939,89.038453,93.611821,21.693450,26.979349,352.154395,137.050924,340.785868,120.393480,39.307431,39.227467,3.252912,13.193004,75.390535,5.250130,1.126688,52.591401,823.294721,233.536107,36.917828,8.269101,64.375557,6.465438,1281.408148,117.914714,819.604348,694.628620,17.714961,59.041726,28.981321,82.468205,219.304285,7.180297,74.849371,72.552265,16.924917,32.074492,198.326951,496.797460,560.092014,1813.610377,529.382584,2263.368346,278.020232,444.925102,137.940803,528.719492,550.982370,891.424501,17.137648,1969.351677,210.593012,283.066348,205.034843,223.360402,7.561013,463.893115,278.079337,185.197308,14.685876,72.126233,478.210772,3764.929357,455.688890,2622.716979,361.756026,117.658612,13.660045,132.070995,257.686133,219.907625,26.768258,33.834286,0.000000,0.000000,1997.649359,297.991304,4208.191460,1227.456366,0.000000,0.028545,0.022428,9696.691169,47283.000000
M692,"Accounting, bookkeeping and auditing activities; tax consultancy  ",69.237975,38.775556,12.315297,0.005612,59.099197,8.890903,11.940258,66.411928,41.205888,8.567421,73.990922,44.735037,85.524771,100.969769,17.548377,164.319167,37.982254,55.016889,8.252484,10.699741,74.964037,59.279637,35.284721,14.265885,10.626540,93.405271,79.714121,6.821885,67.316705,13.314796,496.203096,107.541980,47.843568,52.962009,61.349040,5.066244,73.919510,51.644180,71.855088,216.469250,146.345027,61.463597,53.741513,6.908912,16.863307,121.432810,33.107032,1.171942,90.339386,1021.338955,657.146731,35.126073,6.174182,69.078399,42.748029,325.750656,271.600460,1480.246969,1164.465588,177.968032,150.053351,32.122386,46.166945,268.171728,51.453414,97.489442,278.345536,64.932156,123.053247,207.820585,565.786029,442.131614,4756.204161,292.415202,2835.642691,163.422391,159.774238,138.993173,1.975995,382.689228,418.605856,1235.459294,2222.091061,562.770781,301.098665,630.178016,392.104626,13.247737,231.745544,951.810303,328.548902,155.989929,34.102660,624.279051,697.352690,932.970090,914.660423,807.442384,249.324304,36.116419,82.322128,263.577017,313.981038,32.011413,190.148203,0.000000,0.000000,168.139941,2.991012,371.581972,-0.632909,0.000000,1.923382,2.283200,10034.776745,42600.000000
M70,Activities Of Head Offices; Management Consultancy Activities  ,106.318400,3.112699,1.458463,0.149434,70.804745,10.429535,15.560483,49.973778,20.774815,2.527752,15.551396,8.879242,35.238706,47.106991,27.157282,197.141905,78.922095,44.501403,7.544488,11.971749,11.707209,17.790044,22.890841,3.817118,6.980131,353.736004,9.346129,3.693232,11.875700,2.223242,56.279632,173.753266,11.881030,16.511211,13.636700,3.778278,48.672328,54.186001,19.723803,54.484390,195.613394,10.350817,54.944915,4.772138,16.247288,143.635829,1.828422,4.512106,121.332233,2146.664604,2205.103524,11.633877,15.305970,87.574018,7.092952,625.053959,310.727000,1431.968459,2031.978559,358.331507,173.733332,85.935198,193.946537,431.472712,108.753306,167.803123,92.548026,21.589507,40.914380,310.301888,819.339100,1104.616865,833.504199,1477.168179,5290.135776,385.317448,166.379212,79.367415,97.704636,765.840617,458.382577,234.793038,4745.343211,456.589456,1016.778106,87.542965,277.476458,11.874255,325.276440,464.039001,482.762301,16.269253,50.580410,133.917526,1628.200624,986.964766,307.341234,181.248229,99.170351,62.997848,335.814145,357.863873,66.034788,20.569887,145.528190,0.000000,192.867018,1242.633563,100.802243,2555.822432,4.353385,0.000000,82.189164,97.548925,35258.289659,76571.000000
